Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.57.131-192.168.57.32-58162-53-17,192.168.57.131,58162,192.168.57.32,53,17,10/05/2025 04:06:45 PM,15741,1,1,0,0,0,0,0,0.0,0,0,0,0.0,0.0,127.05673083031573,15741,0.0,15741,15741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,74,111,63.528365415157865,63.528365415157865,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,74,15741,0.0,15741,15741,0.0,0.0,0.0,0.0,NeedManualLabel
192.168.57.131-192.168.57.32-52977-53-17,192.168.57.131,52977,192.168.57.32,53,17,10/05/2025 04:06:45 PM,15632,1,1,0,0,0,0,0,0.0,0,0,0,0.0,0.0,127.94268167860798,15632,0.0,15632,15632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,74,145,63.97134083930399,63.97134083930399,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,74,15632,0.0,15632,15632,0.0,0.0,0.0,0.0,NeedManualLabel
142.250.192.142-192.168.57.131-443-59131-17,142.250.192.142,443,192.168.57.131,59131,17,10/05/2025 04:06:45 PM,29412942,51,37,47556,11616,1250,23,932.4705882352941,479.3326341045924,1250,31,313.94594594594594,502.8350704834619,2011.7674729715918,2.9918802410177125,338079.7931034483,3096411.577922295,28886933,0,29386087,587721.74,4086330.5030044755,28903852,0,29412942,817026.1666666666,4812590.198270541,28889923,10,0,0,0,0,2142,1554,1.7339305942261742,1.257949646791538,23,1250,672.4090909090909,575.2951993135238,330964.5663531871,0,0,0,0,0,0,0,0,0.7254901960784313,686.6136363636364,932.4705882352941,313.94594594594594,2142,13926.666666666666,12.333333333333334,132215189.87341774,1906.3333333333333,7.666666666666667,137595.03416418054,51.0,47556.0,37.0,11616.0,0,0,51,42,263004.5,89336.57784188961,326175,199834,28886933,0.0,28886933,28886933,NeedManualLabel
192.168.57.131-20.190.145.140-51259-443-6,192.168.57.131,51259,20.190.145.140,443,6,10/05/2025 04:06:45 PM,48193,2,1,0,0,0,0,0,0.0,0,0,0,0.0,0.0,62.24970431390451,24096.5,33953.14631223445,48105,88,48193,48193,0.0,48193,48193,0.0,0.0,0.0,0.0,0.0,0,0,0,0,108,54,41.49980287593634,20.74990143796817,0,0,0,0.0,0,2,0,0,0,3,0,0,0,0.5,0.0,0.0,0.0,108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255,49156,0,54,48193,0.0,48193,48193,0.0,0.0,0.0,0.0,NeedManualLabel
192.168.57.131-20.190.145.140-51388-443-6,192.168.57.131,51388,20.190.145.140,443,6,10/05/2025 04:06:45 PM,24521430,28,48,19243,53098,1440,0,687.25,654.442687698076,1440,0,1106.2083333333333,588.3582986485808,2950.1134313944985,3.0993298514809293,326952.4,2654299.3599131843,22999624,0,24521430,908201.1111111111,4416595.917615,22999624,0,24473840,520720,3358500.969765238,23046687,0,0,0,0,0,1524,2604,1.1418583663350792,1.9574714851458501,0,1440,951.8552631578947,642.2646329761042,412503.8587719298,0,2,0,13,75,0,0,0,1.7142857142857142,951.8552631578947,687.25,1106.2083333333333,1524,6285.333333333333,5.666666666666667,39613445.37815126,16363.333333333334,11.666666666666666,1104362.1065892782,28.0,19243.0,48.0,53098.0,65535,65535,19,54,760903,634718.8457829183,1209717,312089,22999624,0.0,22999624,22999624,NeedManualLabel
192.168.57.131-192.168.57.32-57956-53-17,192.168.57.131,57956,192.168.57.32,53,17,10/05/2025 04:06:47 PM,24813,1,1,0,0,0,0,0,0.0,0,0,0,0.0,0.0,80.60290976504251,24813,0.0,24813,24813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,71,146,40.301454882521256,40.301454882521256,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,71,24813,0.0,24813,24813,0.0,0.0,0.0,0.0,NeedManualLabel
192.168.57.131-192.168.57.32-61328-53-17,192.168.57.131,61328,192.168.57.32,53,17,10/05/2025 04:06:47 PM,24454,1,1,0,0,0,0,0,0.0,0,0,0,0.0,0.0,81.78621084485155,24454,0.0,24454,24454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,71,146,40.893105422425776,40.893105422425776,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,71,24454,0.0,24454,24454,0.0,0.0,0.0,0.0,NeedManualLabel
192.168.57.131-192.168.57.32-60888-53-17,192.168.57.131,60888,192.168.57.32,53,17,10/05/2025 04:06:47 PM,24340,1,1,0,0,0,0,0,0.0,0,0,0,0.0,0.0,82.16926869350863,24340,0.0,24340,24340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,71,187,41.084634346754314,41.084634346754314,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,71,24340,0.0,24340,24340,0.0,0.0,0.0,0.0,NeedManualLabel
142.251.220.42-192.168.57.131-443-51111-6,142.251.220.42,443,192.168.57.131,51111,6,10/05/2025 04:06:55 PM,14409,1,1,0,1,0,0,0,0.0,1,1,1,0.0,69.40106877645916,138.8021375529183,14409,0.0,14409,14409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,66,54,69.40106877645916,69.40106877645916,0,1,0.5,0.7071067811865476,0.5,0,0,0,0,2,0,0,0,1.0,1.0,0.0,1.0,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,251,0,66,14409,0.0,14409,14409,0.0,0.0,0.0,0.0,NeedManualLabel
192.168.57.131-192.168.57.32-63982-53-17,192.168.57.131,63982,192.168.57.32,53,17,10/05/2025 04:06:55 PM,7907,1,1,0,0,0,0,0,0.0,0,0,0,0.0,0.0,252.9404325281396,7907,0.0,7907,7907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,75,91,126.4702162640698,126.4702162640698,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,75,7907,0.0,7907,7907,0.0,0.0,0.0,0.0,NeedManualLabel
192.168.57.131-192.168.57.32-53132-53-17,192.168.57.131,53132,192.168.57.32,53,17,10/05/2025 04:06:55 PM,7487,1,1,0,0,0,0,0,0.0,0,0,0,0.0,0.0,267.12969146520635,7487,0.0,7487,7487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,75,91,133.56484573260317,133.56484573260317,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,75,7487,0.0,7487,7487,0.0,0.0,0.0,0.0,NeedManualLabel
192.168.57.131-52.187.79.109-50605-443-6,192.168.57.131,50605,52.187.79.109,443,6,10/05/2025 04:06:56 PM,14622118,2,3,67,59,66,1,33.5,45.96194077712559,59,0,19.666666666666668,34.06366588218791,8.617082696227728,0.3419477260407829,3655529.5,7221518.853363859,14487705,652,14559968,14559968,0.0,14559968,14559968,14550507,7275253.5,10199946.729258172,14487705,62802,0,0,0,0,108,174,0.13677909041631314,0.20516863562446971,0,66,25.2,34.14234906974035,1165.6999999999998,0,0,0,2,5,0,0,0,1.5,25.2,33.5,19.666666666666668,108,0.0,0.0,0.0,0.0,0.0,0.0,2.0,67.0,3.0,59.0,250,251,1,54,67206.5,6228.9036354722975,71611,62802,14487705,0.0,14487705,14487705,NeedManualLabel
192.168.57.131-192.168.57.32-55518-53-17,192.168.57.131,55518,192.168.57.32,53,17,10/05/2025 04:07:02 PM,601374,4,3,0,0,0,0,0,0.0,0,0,0,0.0,0.0,11.640011041381904,100229,179876.78339574565,464762,13664,585227,195075.66666666666,247776.19631500792,478426,19086,583889,291944.5,294227.8387585036,499995,83894,0,0,0,0,321,536,6.651434880789659,4.988576160592244,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.75,0.0,0.0,0.0,321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,74,601374,0.0,601374,601374,0.0,0.0,0.0,0.0,NeedManualLabel
13.107.5.91-192.168.57.131-443-51435-6,13.107.5.91,443,192.168.57.131,51435,6,10/05/2025 04:07:02 PM,255305,14,11,7281,994,1440,0,520.0714285714286,634.6150213119173,464,0,90.36363636363636,159.42287961724486,32412.21284346174,97.92209318266387,10637.708333333334,25853.345452477617,108848,0,238376,18336.615384615383,36582.44823805186,108848,0,255305,25530.5,36270.99546852523,110014,410,0,0,0,0,768,606,54.83637218229177,43.085721000372104,0,1440,331,525.4824767138608,276131.8333333333,0,2,0,11,24,0,0,0,0.7857142857142857,331.0,520.0714285714286,90.36363636363636,768,6040.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,65535,10,54,255305,0.0,255305,255305,0.0,0.0,0.0,0.0,NeedManualLabel
192.168.57.131-23.38.59.250-51436-80-6,192.168.57.131,51436,23.38.59.250,80,6,10/05/2025 04:07:02 PM,69014,4,3,244,872,244,0,61,122.0,872,0,290.6666666666667,503.44943473335366,16170.632045671891,101.42869562697423,11502.333333333334,16070.032565824707,41104,0,69014,23004.666666666668,30438.827709577337,57571,208,16761,8380.5,11851.816759467723,16761,0,0,0,0,0,228,174,57.959254643985275,43.46944098298896,0,872,159.42857142857142,327.107962372699,106999.61904761904,0,2,0,2,6,0,0,0,0.75,159.42857142857142,61.0,290.6666666666667,228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65535,64240,1,54,69014,0.0,69014,69014,0.0,0.0,0.0,0.0,NeedManualLabel
192.168.57.131-23.192.96.8-51440-443-6,192.168.57.131,51440,23.192.96.8,443,6,10/05/2025 04:07:02 PM,645978,160,311,927,438330,475,0,5.79375,47.91490056903886,1440,0,1409.4212218649518,193.3573477664514,679987.5537557006,729.1269981330634,1374.4212765957448,6410.903740080515,71451,0,645978,4062.754716981132,10557.596459851822,71451,5,592466,1911.1806451612904,8624.03675065493,116868,0,0,0,0,0,11892,18050,247.68645371823806,481.44054441482524,0,1440,932.6050955414013,684.3208880059225,468295.0777612143,0,2,0,147,470,0,0,0,1.94375,932.6050955414013,5.79375,1409.4212218649518,11892,0.0,0.0,0.0,434478.0,304.0,1025367.6288382433,0.0,0.0,0.0,0.0,65535,64240,3,54,645978,0.0,645978,645978,0.0,0.0,0.0,0.0,NeedManualLabel
192.168.57.131-23.38.59.250-51442-80-6,192.168.57.131,51442,23.38.59.250,80,6,10/05/2025 04:07:02 PM,89058,4,3,234,714,234,0,58.5,117.0,714,0,238,412.22809220139277,10644.748366233242,78.60046261986571,14843,19350.873572012195,48496,0,89058,29686,32517.41697921285,64593,253,16414,8207,11606.450706395992,16414,0,0,0,0,0,228,174,44.91455006849469,33.68591255137102,0,714,135.42857142857142,269.61877848971443,72694.28571428571,0,2,0,2,6,0,0,0,0.75,135.42857142857142,58.5,238.0,228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65535,64240,1,54,89058,0.0,89058,89058,0.0,0.0,0.0,0.0,NeedManualLabel
192.168.57.131-192.168.57.32-54352-53-17,192.168.57.131,54352,192.168.57.32,53,17,10/05/2025 04:07:05 PM,783772,4,3,0,0,0,0,0,0.0,0,0,0,0.0,0.0,8.93116875826133,130628.66666666667,168531.12189464195,420097,20417,750191,250063.66666666666,204939.3852394735,440514,33197,761825,380912.5,149853.6046029591,486875,274950,0,0,0,0,344,619,5.10352500472076,3.8276437535405705,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.75,0.0,0.0,0.0,344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,83,783772,0.0,783772,783772,0.0,0.0,0.0,0.0,NeedManualLabel
192.168.57.131-224.0.0.251-5353-5353-17,192.168.57.131,5353,224.0.0.251,5353,17,10/05/2025 04:07:05 PM,779666,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,7.695602988972201,155933.2,141292.36421229562,267708,1043,779666,155933.2,141292.36421229562,267708,1043,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1049,0,7.695602988972201,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,83,779666,0.0,779666,779666,0.0,0.0,0.0,0.0,NeedManualLabel
192.168.57.131-20.189.173.28-50935-443-6,192.168.57.131,50935,20.189.173.28,443,6,10/05/2025 04:07:06 PM,233090,1,1,1,0,1,1,1,0.0,0,0,0,0.0,4.290188339268094,8.580376678536188,233090,0.0,233090,233090,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,54,66,4.290188339268094,4.290188339268094,0,1,0.5,0.7071067811865476,0.5,0,0,0,0,2,0,0,0,1.0,0.5,1.0,0.0,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251,16382,0,54,233090,0.0,233090,233090,0.0,0.0,0.0,0.0,NeedManualLabel
192.168.57.131-23.223.244.137-49186-443-17,192.168.57.131,49186,23.223.244.137,443,17,10/05/2025 04:07:09 PM,479955,16,13,6799,3346,1250,31,424.9375,524.7234787644504,1250,21,257.38461538461536,449.0802709355976,21137.39829775708,60.42233126022231,17141.25,29647.33553280032,109453,0,479955,31997,37660.210850255666,109453,23,406956,33913,56973.421607240365,152898,0,0,0,0,0,672,598,33.33645862632955,27.08587263389276,21,1250,349.82758620689657,491.043209399679,241123.43349753696,0,0,0,0,0,0,0,0,0.8125,349.82758620689657,424.9375,257.38461538461536,672,1947.0,5.0,73135.00112688754,439.0,4.0,0.0,0.0,0.0,0.0,0.0,0,0,15,42,479955,0.0,479955,479955,0.0,0.0,0.0,0.0,NeedManualLabel
192.168.57.131-192.168.57.32-60222-53-17,192.168.57.131,60222,192.168.57.32,53,17,10/05/2025 04:07:09 PM,24507,1,1,0,0,0,0,0,0.0,0,0,0,0.0,0.0,81.60933610805075,24507,0.0,24507,24507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,70,86,40.80466805402538,40.80466805402538,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,70,24507,0.0,24507,24507,0.0,0.0,0.0,0.0,NeedManualLabel
192.168.57.131-4.213.25.241-50584-443-6,192.168.57.131,50584,4.213.25.241,443,6,10/05/2025 04:07:09 PM,75340,2,1,100,170,100,0,50,70.71067811865476,170,170,170,0.0,3583.753650119458,39.819485001327315,37670,20927.53229599706,52468,22872,75340,75340,0.0,75340,75340,0.0,0.0,0.0,0.0,0.0,0,0,0,0,108,54,26.546323334218208,13.273161667109104,0,170,90,85.44003745317531,7300,0,0,0,2,3,0,0,0,0.5,90.0,50.0,170.0,108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255,8092,0,54,75340,0.0,75340,75340,0.0,0.0,0.0,0.0,NeedManualLabel
192.168.57.131-192.168.57.32-64346-53-17,192.168.57.131,64346,192.168.57.32,53,17,10/05/2025 04:07:09 PM,3525,1,1,0,0,0,0,0,0.0,0,0,0,0.0,0.0,567.3758865248227,3525,0.0,3525,3525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,74,90,283.68794326241135,283.68794326241135,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,74,3525,0.0,3525,3525,0.0,0.0,0.0,0.0,NeedManualLabel
192.168.57.131-192.168.57.32-59267-53-17,192.168.57.131,59267,192.168.57.32,53,17,10/05/2025 04:07:10 PM,6420,1,1,0,0,0,0,0,0.0,0,0,0,0.0,0.0,311.5264797507788,6420,0.0,6420,6420,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,79,95,155.7632398753894,155.7632398753894,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,79,6420,0.0,6420,6420,0.0,0.0,0.0,0.0,NeedManualLabel
192.168.57.131-192.168.57.32-57493-53-17,192.168.57.131,57493,192.168.57.32,53,17,10/05/2025 04:07:10 PM,6174,1,1,0,0,0,0,0,0.0,0,0,0,0.0,0.0,323.93909944930357,6174,0.0,6174,6174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,74,90,161.96954972465178,161.96954972465178,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,74,6174,0.0,6174,6174,0.0,0.0,0.0,0.0,NeedManualLabel
192.168.57.131-192.168.57.32-55859-53-17,192.168.57.131,55859,192.168.57.32,53,17,10/05/2025 04:07:10 PM,55366,2,1,0,0,0,0,0,0.0,0,0,0,0.0,0.0,54.18487880648774,27683,13002.279492458236,36877,18489,36877,36877,0.0,36877,36877,0.0,0.0,0.0,0.0,0.0,0,0,0,0,148,211,36.123252537658495,18.061626268829247,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.5,0.0,0.0,0.0,148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,74,55366,0.0,55366,55366,0.0,0.0,0.0,0.0,NeedManualLabel
192.168.57.131-23.223.244.194-51470-443-6,192.168.57.131,51470,23.223.244.194,443,6,10/05/2025 04:07:10 PM,1742017,25,99,2795,129001,1384,0,111.8,316.46274135617716,1440,0,1303.040404040404,399.6286265611887,75657.1261933724,71.18185413804802,14162.739837398374,127497.38749344269,1412026,0,1742017,72584.04166666667,302581.7978218206,1491260,0,1693699,17282.64285714286,142911.73277808234,1412026,0,0,0,0,0,1362,5754,14.351180269767747,56.83067386828028,0,1440,1062.8709677419354,614.0517174233784,377059.51167060056,0,2,0,41,123,0,0,0,3.96,1062.8709677419354,111.8,1303.040404040404,1362,2300.0,4.0,461384.1524573721,62469.5,45.5,2056710.6194544586,25.0,2795.0,99.0,129001.0,65535,64240,6,54,1742017,0.0,1742017,1742017,0.0,0.0,0.0,0.0,NeedManualLabel
192.168.57.131-192.168.57.32-52424-53-17,192.168.57.131,52424,192.168.57.32,53,17,10/05/2025 04:07:14 PM,7152,1,1,0,0,0,0,0,0.0,0,0,0,0.0,0.0,279.64205816554806,7152,0.0,7152,7152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,74,121,139.82102908277403,139.82102908277403,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,74,7152,0.0,7152,7152,0.0,0.0,0.0,0.0,NeedManualLabel
192.168.57.131-192.168.57.32-59055-53-17,192.168.57.131,59055,192.168.57.32,53,17,10/05/2025 04:07:14 PM,6732,1,1,0,0,0,0,0,0.0,0,0,0,0.0,0.0,297.08853238265004,6732,0.0,6732,6732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,74,90,148.54426619132502,148.54426619132502,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,74,6732,0.0,6732,6732,0.0,0.0,0.0,0.0,NeedManualLabel
142.250.183.67-192.168.57.131-443-53056-17,142.250.183.67,443,192.168.57.131,53056,17,10/05/2025 04:07:15 PM,165378,34,22,27708,8369,1250,24,814.9411764705883,560.6131892402186,1250,31,380.40909090909093,519.4265756894496,218148.72594903797,338.61819589062634,3006.8727272727274,7312.73148302062,35065,0,146366,4435.333333333333,10837.196277943232,48752,0,165378,7875.142857142857,13907.476292576286,42480,24,0,0,0,0,1428,924,205.58961893359455,133.02857695703176,24,1250,644.2321428571429,580.8994590232517,337444.1814935065,0,0,0,0,0,0,0,0,0.6470588235294118,666.5535714285714,814.9411764705883,380.40909090909093,1428,5395.75,6.0,1030263.9744140533,2941.0,6.0,852587.3314973185,0.0,0.0,0.0,0.0,0,0,34,42,165378,0.0,165378,165378,0.0,0.0,0.0,0.0,NeedManualLabel
